2018-12-27,284614
2018-12-28,285375
2018-12-29,285960
2018-12-30,286611
2018-12-31,286792
2019-01-01,286957
2019-01-02,287848
2019-01-03,288073
2019-01-04,288729
2019-01-05,289227
2019-01-06,289818
2019-01-07,290109
2019-01-08,290517
2019-01-09,291435
2019-01-10,292383
2019-01-11,293180
2019-01-12,293824
2019-01-13,294833
2019-01-14,295289
2019-01-15,296125
2019-01-16,297189
2019-01-17,298247
2019-01-18,298889
2019-01-19,299804
2019-01-20,299991
2019-01-21,300493
2019-01-22,301377
2019-01-23,301967
2019-01-24,302545
2019-01-25,303804
2019-01-26,304076
2019-01-28,305421
2019-01-29,306373
2019-01-30,306812
2019-01-31,308123
2019-02-01,308380
2019-02-02,309092
2019-02-03,309734
2019-02-05,311069
2019-02-06,311940
2019-02-07,312240
2019-02-09,312754
2019-02-10,313001
2019-02-11,313069
2019-02-12,313570
2019-02-13,313906
2019-02-14,314354
2019-02-15,314946
2019-02-16,315108
2019-02-17,315583
2019-02-18,315943
2019-02-19,316365
2019-02-20,317094
2019-02-21,317511
2019-02-22,318026
2019-02-23,318540
2019-02-24,319121
2019-02-25,319221
2019-02-26,319903
2019-02-27,320572
2019-02-28,321623
2019-03-01,321963
2019-03-02,322712
2019-03-03,323134
2019-03-04,323357
2019-03-05,324165
2019-03-06,325067
2019-03-07,325959
2019-03-08,326447
2019-03-09,327444
2019-03-10,327640
2019-03-11,328286
2019-03-12,329220
2019-03-13,330145
2019-03-14,330868
2019-03-15,331655
2019-03-16,332594
2019-03-17,333208
2019-03-19,334494
2019-03-20,335014
2019-03-21,335864
2019-03-22,337090
2019-03-23,337504
2019-03-24,338105
2019-03-25,338424
2019-03-26,339253
2019-03-27,340363
2019-03-28,341228
2019-03-29,341794
2019-03-30,342961
2019-03-31,343684
2019-04-01,343846
2019-04-02,344630
2019-04-03,345734
2019-04-04,346372
2019-04-07,348152
2019-04-08,348507
2019-04-09,349367
2019-04-10,350812
2019-04-11,351192
2019-04-12,352081
2019-04-13,352997
2019-04-14,353104
2019-04-15,354518
2019-04-16,354997
2019-04-17,355864
2019-04-18,357228
2019-04-19,357547
2019-04-20,358164
2019-04-21,358961
2019-04-22,359269
2019-04-23,360160
2019-04-24,360980
2019-04-25,361672
2019-04-26,362471
2019-04-27,363360
2019-04-28,363723
2019-04-29,364539
2019-04-30,365053
2019-05-01,365519
2019-05-02,365903
2019-05-03,366634
2019-05-04,366826
2019-05-05,367346
2019-05-06,368207
2019-05-07,369147
2019-05-08,370023
2019-05-09,371063
2019-05-10,372013
2019-05-11,372812
2019-05-12,373521
2019-05-13,374189
2019-05-14,375408
2019-05-15,376036
